,DDX,NN,II,MM,IE,YB,NP,YM,YF,IKM,JX,TT,MOM,VE,VVYN1,VQ,IKO,IH,VI,IA,VDO,PRFKM,CC,PXH,VN,DJM,CSA,IKX,RR,VDX,PRF,JO,JM,DKX,RD,PMXKM,VVYX2,MLX,RJ,DJX,PRFKO,YQ,PMXKO,CSB,DGX,FB,MLO,VR,VOMX1,RK,PRFKX,VVMX2,PMX,VS,DGO,DGM,VCM,PTH,VVMX1,DJO,FZ,DDM,VDM,DDO,VOYN1,IKF,DKM,VOMX2,FO,VCH,MOX,PMXKX,JF,FF,VOYX2,JT,QQ,VVTX2,MLF,PRFKF,VVYN1F,UU,VVYM1F,PTM,VVTM1F,FS,VVTN1,VCN,PMXKF,VVTN1F,PTMKM,DDF,PTN,PTNKM,VOTN1,PTMKF,PTMKO,PTMKX,DKO,DGF,VDF,PXR,FU,MOF,PTNKO,VOTX2,PTNKF,MOO,PTNKX,DKF,--s--
MLX,0.005724927576217409,0.41322941095323495,0.042626569181956134,0.007380328321147745,0.06214650296592633,0.002069250931162919,0.006759553041798869,0.01234653055593875,0.004759277141674714,0.10270382121671955,0.09249551662298248,0.026210511794730308,0.0,0.018830183473582562,0.00903572906607808,0.01007035453165954,0.013243205959442683,0.008139053662574149,0.007035453165953925,0.07932128569457857,0.0008277003724651677,0.0005518002483101117,0.018278383225272452,0.0,0.005931852669333701,0.0,0.0,0.0014484756518140433,0.005931852669333701,0.001793350807007863,0.0006207752793488757,0.0013105255897365154,0.0033797765208994344,0.00034487515519381984,0.002276176024279211,0.00048282521727134776,0.010553179748930887,0.0,0.0,0.002138225962201683,0.00013795006207752792,0.002000275900124155,0.00048282521727134776,0.00027590012415505585,0.0007587253414264037,0.0008966754035039315,0.0,0.00020692509311629191,0.00013795006207752792,0.00041385018623258383,0.00034487515519381984,0.0033108014898606706,0.0012415505586977514,0.00013795006207752792,0.00034487515519381984,6.897503103876396e-05,0.0005518002483101117,0.00013795006207752792,0.0006897503103876397,0.0,0.0012415505586977514,0.00048282521727134776,0.0006207752793488757,0.0006897503103876397,0.00027590012415505585,0.0,0.0,0.00048282521727134776,0.0011036004966202234,6.897503103876396e-05,0.0006897503103876397,6.897503103876396e-05,0.00020692509311629191,6.897503103876396e-05,0.0,0.0,0.0,0.00034487515519381984,0.0,0.0,0.0,0.00013795006207752792,0.00048282521727134776,6.897503103876396e-05,0.0,0.0006897503103876397,0.0,0.0,0.0,0.0,0.0,0.0,6.897503103876396e-05,0.0,0.0,0.0,0.0,6.897503103876396e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RJ,0.0793010752688172,0.31401209677419356,0.11155913978494623,0.026545698924731184,0.00016801075268817206,0.0023521505376344087,0.019993279569892473,0.007728494623655914,0.0016801075268817205,0.013776881720430107,0.05796370967741935,0.06434811827956989,0.0003360215053763441,0.04200268817204301,0.04401881720430108,0.009408602150537635,0.003696236559139785,0.0,0.00739247311827957,0.00016801075268817206,0.0020161290322580645,0.0010080645161290322,0.0003360215053763441,0.0,0.0030241935483870967,0.0,0.0015120967741935483,0.00016801075268817206,0.0114247311827957,0.0008400537634408602,0.0018481182795698926,0.0008400537634408602,0.007056451612903226,0.008736559139784945,0.004872311827956989,0.008064516129032258,0.006720430107526882,0.0,0.011760752688172043,0.00655241935483871,0.0,0.0030241935483870967,0.0021841397849462364,0.0003360215053763441,0.0020161290322580645,0.0008400537634408602,0.0,0.0,0.0005040322580645161,0.0013440860215053765,0.0003360215053763441,0.0006720430107526882,0.04351478494623656,0.031081989247311828,0.0003360215053763441,0.0005040322580645161,0.0005040322580645161,0.003528225806451613,0.004368279569892473,0.0,0.0018481182795698926,0.0015120967741935483,0.0006720430107526882,0.0005040322580645161,0.0018481182795698926,0.0005040322580645161,0.0,0.0003360215053763441,0.003192204301075269,0.00016801075268817206,0.0005040322580645161,0.0,0.0006720430107526882,0.0,0.0005040322580645161,0.0,0.0,0.0020161290322580645,0.0,0.0,0.0,0.0,0.0008400537634408602,0.0018481182795698926,0.0,0.0,0.0005040322580645161,0.0005040322580645161,0.0006720430107526882,0.0005040322580645161,0.0011760752688172043,0.0,0.00016801075268817206,0.0003360215053763441,0.0,0.0,0.0,0.00016801075268817206,0.0,0.0003360215053763441,0.0,0.0,0.0003360215053763441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DJX,0.010560307208936987,0.310961773433409,0.0794204922325013,0.010342119043463082,0.11533426426950602,0.001352766625938209,0.005541979403037179,0.01527317158317333,0.00039273869785302846,0.06157270029673591,0.0549397800663292,0.03412462908011869,0.00034910106475824753,0.021164252050968755,0.03971024611625065,0.005323791237563274,0.018545994065281898,0.0,0.009687554547041368,0.05066329202304067,0.001352766625938209,0.0018327805899807995,0.0005672892302321523,0.00017455053237912376,0.005018327805899808,4.363763309478094e-05,0.0009600279280851807,0.0023127945540233896,0.016451387676732415,0.002705533251876418,0.0032728224821085704,0.0016145924245068947,0.0139640425903299,0.009207540582998778,0.0044946762087624366,0.0024000698202129517,0.00602199336707977,0.0002181881654739047,0.0012218537266538664,0.009862105079420492,0.0006545644964217141,0.0020946063885494853,0.00048001396404259033,0.0,0.002138244021644266,0.0007854773957060569,0.00034910106475824753,0.0,4.363763309478094e-05,0.0012218537266538664,0.00048001396404259033,0.001440041892127771,0.00510560307208937,0.020029673590504452,0.00026182579856868566,0.00017455053237912376,0.000741839762611276,0.0007854773957060569,0.003665561179961599,0.0,8.727526618956188e-05,0.0002181881654739047,0.0008727526618956188,0.0003054634316634666,0.019331471460987956,0.0,0.0,0.00039273869785302846,0.0017018676906964565,0.0006545644964217141,0.00013091289928434283,4.363763309478094e-05,0.00039273869785302846,0.00017455053237912376,0.0004363763309478094,8.727526618956188e-05,0.0,0.001440041892127771,4.363763309478094e-05,0.0,8.727526618956188e-05,0.00034910106475824753,0.00013091289928434283,0.0016582300576016757,0.00013091289928434283,0.0007854773957060569,0.00013091289928434283,0.0006109268633269332,0.0,4.363763309478094e-05,0.00013091289928434283,0.0,8.727526618956188e-05,8.727526618956188e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.363763309478094e-05,0.0,0.0,0.0,0.0
PRFKO,0.005180452426178553,0.751683647038508,0.022793990675185633,0.032464168537385596,0.0005180452426178552,0.0003453634950785702,0.005007770678639268,0.003626316698324987,0.0,0.0,0.12778449317907098,0.0010360904852357105,0.0,0.005180452426178553,0.0013814539803142809,0.0003453634950785702,0.0003453634950785702,0.0044897254360214125,0.0001726817475392851,0.0001726817475392851,0.0008634087376964255,0.0,0.0003453634950785702,0.0,0.0012087722327749958,0.0,0.0,0.0,0.0025902262130892764,0.0003453634950785702,0.0,0.013469176308064238,0.001726817475392851,0.0025902262130892764,0.0001726817475392851,0.0,0.001726817475392851,0.0,0.0,0.0003453634950785702,0.0025902262130892764,0.001899499222932136,0.0,0.0,0.001554135727853566,0.0,0.0,0.0,0.0,0.0,0.0,0.0003453634950785702,0.0001726817475392851,0.0,0.0001726817475392851,0.0,0.0003453634950785702,0.0,0.0,0.0,0.0003453634950785702,0.0,0.0,0.0006907269901571404,0.0,0.0,0.0,0.0008634087376964255,0.001899499222932136,0.0,0.0003453634950785702,0.0,0.0,0.0003453634950785702,0.0,0.0001726817475392851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001726817475392851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001726817475392851,0.0,0.0,0.0
YQ,0.04253162901696688,0.3591705079167893,0.02604422068935456,0.016607277125764163,0.0061242058692122445,0.01717392962611832,0.0436649340176752,0.033214554251528326,0.004282585243061231,0.021042422657382282,0.05856135647890854,0.031176784682947028,0.0007083156254426973,0.013327230921791057,0.03370492660760404,0.01884119563677575,0.005350507262959452,0.0018852092800244096,0.009600401015615635,0.00375952139658047,0.0007410071158477448,0.0009044645678729827,0.022949426264343393,0.001678163174125775,0.0056447306766048795,0.0,0.01570281255789118,0.0005012695195440627,0.021031525493913933,0.005067181012782373,0.0012858652892652042,0.0011442021641766649,0.008913879717109637,0.007584425773971035,0.012030468469057504,0.007279305196857258,0.005187049810934214,0.0,0.0008608759139995859,0.0030403086076694237,0.00026153192324038054,0.00833633005328713,0.0013948369239486962,0.0013621454335436486,0.0014057340874170452,0.0045768086567066595,1.0897163468349189e-05,5.4485817341745945e-05,0.00016345745202523784,0.007965826495363256,0.00040319504832892,0.0004576808656706659,0.029901816557150174,0.00017435461549358702,0.0003922978848605708,0.00034870923098717405,0.004424248368149771,0.008695936447742653,0.003912081685137359,0.0,0.0038793901947323114,0.0029640284633909793,0.0005339610099491102,0.0009589503852147286,0.000751904279316094,0.0,0.0014275284143537438,0.0007736986062527924,0.007224819379515512,0.0023973759630368215,9.80744712151427e-05,0.00013076596162019027,0.0005339610099491102,0.003290943367441455,0.0,5.4485817341745945e-05,0.0,0.0008608759139995859,3.269149040504757e-05,3.269149040504757e-05,0.0002070461058986346,0.014940011115106738,0.00030512057711377726,0.007475454139287544,1.0897163468349189e-05,0.000751904279316094,0.0005121666830124119,0.0016999575010624734,0.0005557553368858086,4.3588653873396756e-05,0.0015800887029106324,0.00011986879815184107,0.001220482308455109,0.00043588653873396756,0.0,0.00017435461549358702,0.00013076596162019027,3.269149040504757e-05,6.538298081009513e-05,0.0,0.0,0.0005448581734174594,0.00017435461549358702,0.0,9.80744712151427e-05,0.00010897163468349189,0.00016345745202523784,0.0,4.3588653873396756e-05,9.80744712151427e-05,0.0
PMXKO,0.012437027707808565,0.6442065491183879,0.12909319899244331,0.0313287153652393,0.00031486146095717883,0.001102015113350126,0.011964735516372796,0.0006297229219143577,0.0051952141057934505,0.00015743073047858942,0.10957178841309824,0.010075566750629723,0.0,0.0015743073047858943,0.0014168765743073047,0.00015743073047858942,0.0,0.0,0.0006297229219143577,0.0,0.0,0.0,0.00031486146095717883,0.00031486146095717883,0.00047229219143576825,0.0,0.0,0.0,0.0033060453400503777,0.00015743073047858942,0.00015743073047858942,0.007241813602015114,0.001102015113350126,0.004565491183879093,0.00047229219143576825,0.00015743073047858942,0.0033060453400503777,0.0,0.0,0.00031486146095717883,0.0020465994962216624,0.0007871536523929471,0.0,0.0,0.002204030226700252,0.0007871536523929471,0.0,0.0,0.0,0.0,0.003935768261964736,0.00031486146095717883,0.00031486146095717883,0.0,0.0,0.0,0.00031486146095717883,0.0006297229219143577,0.0,0.0,0.0015743073047858943,0.0,0.0,0.0007871536523929471,0.0,0.0,0.0,0.00015743073047858942,0.0026763224181360202,0.0,0.0,0.0,0.0,0.00031486146095717883,0.0,0.0009445843828715365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015743073047858942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031486146095717883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSB,0.21772020725388602,0.3455958549222798,0.0005181347150259067,0.035025906735751296,0.0,0.000310880829015544,0.03461139896373057,0.023419689119170986,0.0011398963730569949,0.0,0.08984455958549223,0.0025906735751295338,0.0010362694300518134,0.006528497409326425,0.005699481865284974,0.002383419689119171,0.0,0.0,0.004041450777202073,0.0,0.0002072538860103627,0.003626943005181347,0.0,0.006010362694300518,0.002901554404145078,0.0,0.0,0.0,0.02,0.0008290155440414508,0.005803108808290156,0.0015544041450777201,0.008704663212435234,0.023626943005181346,0.026528497409326425,0.012642487046632124,0.0008290155440414508,0.0,0.0013471502590673575,0.0059067357512953365,0.0010362694300518134,0.004145077720207254,0.004145077720207254,0.000310880829015544,0.002797927461139896,0.0022797927461139897,0.00010362694300518135,0.0,0.0002072538860103627,0.002694300518134715,0.0007253886010362695,0.0002072538860103627,0.05181347150259067,0.0,0.000310880829015544,0.0002072538860103627,0.0004145077720207254,0.008393782383419689,0.000310880829015544,0.0,0.00010362694300518135,0.008601036269430052,0.0002072538860103627,0.003212435233160622,0.0,0.00010362694300518135,0.0,0.0009326424870466321,0.001243523316062176,0.0,0.00010362694300518135,0.00010362694300518135,0.0002072538860103627,0.0002072538860103627,0.0,0.0,0.0,0.0004145077720207254,0.0,0.0,0.0,0.00010362694300518135,0.0,0.009430051813471502,0.0,0.0005181347150259067,0.0,0.0,0.000621761658031088,0.0,0.0013471502590673575,0.0,0.000310880829015544,0.0,0.0,0.000310880829015544,0.000310880829015544,0.0,0.0,0.0,0.0,0.0004145077720207254,0.0,0.0,0.0,0.0,0.00010362694300518135,0.0,0.0,0.0,0.0
DGX,0.002939311855224483,0.47472768140164834,0.020229381591839086,0.07192669010431675,0.03890265690738286,0.002190075499971183,0.0006339692236758688,0.0024206097631260448,0.0015561062762953143,0.03901792403896029,0.1318655985245807,0.027203043052273643,0.0,0.004380150999942366,0.0036309146446890667,0.001152671315774307,0.009740072618292893,0.01250648377615123,0.003976716039421359,0.042014869459973486,0.00040343496052100744,0.00011526713157743069,0.0,0.00034580139473229206,0.001671373407872745,0.0,0.0,0.0013832055789291683,0.008990836263039594,0.002305342631548614,0.00028816782894357674,0.002017174802605037,0.0034003803815342054,0.07573050544637197,0.00011526713157743069,0.00017290069736614603,0.0009797706184081609,0.0027087775920696215,0.00017290069736614603,0.0019595412368163217,0.00046106852630972277,0.00028816782894357674,0.00034580139473229206,0.0,0.001152671315774307,0.00017290069736614603,0.0,0.0,0.0,0.00040343496052100744,0.00017290069736614603,0.0,0.0006339692236758688,0.0,0.0,0.00011526713157743069,0.00011526713157743069,5.7633565788715346e-05,0.00011526713157743069,0.0,0.0,0.00011526713157743069,0.00011526713157743069,0.00023053426315486139,5.7633565788715346e-05,0.0,0.0,0.00046106852630972277,0.00028816782894357674,0.00017290069736614603,0.0,0.0,0.0,0.00023053426315486139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7633565788715346e-05,0.0,0.00034580139473229206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7633565788715346e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7633565788715346e-05,0.0,0.0,0.0,0.0,0.0,0.0
FB,0.004467609828741623,0.11044123651910744,0.03043258953234213,0.17411668628251628,0.017630245238152428,0.011169024571854059,0.18725530228424567,0.07501261018903274,0.06984843753753033,0.018278769245550403,0.01494007157783489,0.007301899935147599,0.0004083299305839118,0.004275454567290371,0.004083299305839118,0.002954387144813009,0.005836716066581798,0.002305863137415031,0.0037230081906180195,0.005548483174404919,0.0004563687459467249,0.0002882328921768789,0.006869550596882281,0.0001921552614512526,0.0005764657843537578,0.0,0.00014411644608843945,0.0003122522998582855,0.0033146782600341077,0.001080873345663296,0.0002161746691326592,0.00048038815362813153,0.002401940768140658,0.0005284269689909447,0.00033627170753969206,0.00026421348449547235,0.0013931256455215813,0.0001921552614512526,0.0,0.00048038815362813153,9.60776307256263e-05,0.002714193067998943,7.205822304421972e-05,0.00012009703840703288,0.00014411644608843945,0.19655081305695002,0.0006725434150793841,2.4019407681406576e-05,7.205822304421972e-05,0.00048038815362813153,9.60776307256263e-05,2.4019407681406576e-05,0.003795066413662239,0.0,0.0,0.00014411644608843945,0.000624504599716571,0.0003843105229025052,0.00016813585376984603,0.0,0.0015612614992914274,0.0002161746691326592,9.60776307256263e-05,0.0002161746691326592,0.0,9.60776307256263e-05,4.803881536281315e-05,0.00014411644608843945,0.004972017390051161,4.803881536281315e-05,0.00024019407681406577,0.0,7.205822304421972e-05,0.0020176302452381526,0.0,0.0,0.0,2.4019407681406576e-05,9.60776307256263e-05,0.0,4.803881536281315e-05,0.0006965628227607907,4.803881536281315e-05,0.00014411644608843945,0.0,0.012826363701871112,7.205822304421972e-05,0.0003843105229025052,0.0,0.0,0.0,0.0,9.60776307256263e-05,0.0,0.0,0.0,4.803881536281315e-05,4.803881536281315e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLO,0.0028853947155130493,0.5571405414167612,0.012027881342194846,0.006613713729940023,0.02554709029016048,0.002982655211541579,0.004311881990598152,0.017312368293078296,0.0011347057869995137,0.028789106824444806,0.1565245582752472,0.01646944399416437,9.726049602852975e-05,0.007164856540768358,0.0064516129032258064,0.0020100502512562816,0.016307343167450153,0.0016858485978278488,0.0028529745501702057,0.00518722645485492,0.0001945209920570595,0.0001945209920570595,0.009952990760252878,0.0,0.001815529259199222,0.0,0.0,0.0006159831415140217,0.007813259847625223,0.0015885881017993191,0.000648403306856865,0.003144756038255795,0.06545631382720052,0.000648403306856865,0.0002917814880855892,0.00016210082671421625,0.003274436699627168,0.0,3.242016534284325e-05,0.00129680661371373,0.000259361322742746,0.004020100502512563,3.242016534284325e-05,0.00022694115739990274,0.000129680661371373,0.0014913276057707894,9.726049602852975e-05,0.0,0.0,0.00016210082671421625,0.000389041984114119,0.00016210082671421625,0.0006159831415140217,9.726049602852975e-05,9.726049602852975e-05,0.004863024801426487,0.0004214621494569622,9.726049602852975e-05,0.0004538823147998055,0.0,0.000129680661371373,0.0053169071162262925,0.0017831090938563786,0.0005511428108283353,3.242016534284325e-05,3.242016534284325e-05,9.726049602852975e-05,0.00022694115739990274,0.0033068568649700114,0.00016210082671421625,0.0001945209920570595,0.0,3.242016534284325e-05,0.00129680661371373,0.0,0.0001945209920570595,0.0,9.726049602852975e-05,0.000259361322742746,3.242016534284325e-05,0.0,3.242016534284325e-05,0.0003242016534284325,3.242016534284325e-05,0.0,0.0011347057869995137,0.0001945209920570595,0.00022694115739990274,0.0,0.0,3.242016534284325e-05,0.0,0.0,3.242016534284325e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VR,0.013994910941475827,0.2824427480916031,0.01653944020356234,0.017811704834605598,0.002544529262086514,0.008905852417302799,0.01272264631043257,0.04580152671755725,0.06361323155216285,0.0,0.03816793893129771,0.11959287531806616,0.0,0.09287531806615776,0.05089058524173028,0.017811704834605598,0.002544529262086514,0.001272264631043257,0.03307888040712468,0.003816793893129771,0.011450381679389313,0.002544529262086514,0.001272264631043257,0.001272264631043257,0.022900763358778626,0.0,0.0,0.001272264631043257,0.003816793893129771,0.001272264631043257,0.005089058524173028,0.001272264631043257,0.006361323155216285,0.01272264631043257,0.001272264631043257,0.0,0.02544529262086514,0.0,0.001272264631043257,0.0,0.001272264631043257,0.003816793893129771,0.001272264631043257,0.0,0.001272264631043257,0.001272264631043257,0.0,0.007633587786259542,0.002544529262086514,0.001272264631043257,0.0,0.002544529262086514,0.005089058524173028,0.0,0.0,0.0,0.005089058524173028,0.002544529262086514,0.01653944020356234,0.0,0.0,0.001272264631043257,0.002544529262086514,0.0,0.0,0.0,0.0,0.0,0.006361323155216285,0.005089058524173028,0.0,0.0,0.0,0.002544529262086514,0.0,0.0,0.0,0.002544529262086514,0.0,0.0,0.001272264631043257,0.0,0.002544529262086514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOMX1,0.013737836290784202,0.10360618202633086,0.028620492272467088,0.009158557527189467,0.0022896393817973667,0.01659988551803091,0.006868918145392101,0.10818546078992558,0.23411562678878076,0.0,0.009158557527189467,0.1110475100171723,0.0011448196908986834,0.008586147681740127,0.012593016599885518,0.05037206639954207,0.0045792787635947334,0.0,0.005151688609044075,0.0,0.0017172295363480253,0.0,0.05037206639954207,0.0,0.0045792787635947334,0.0,0.08128219805380653,0.0,0.005151688609044075,0.007441327990841442,0.0017172295363480253,0.0005724098454493417,0.0011448196908986834,0.014310246136233544,0.0045792787635947334,0.0034344590726960505,0.0005724098454493417,0.0,0.0017172295363480253,0.0005724098454493417,0.0,0.012593016599885518,0.0,0.0017172295363480253,0.0,0.0005724098454493417,0.0,0.0,0.012593016599885518,0.0022896393817973667,0.0011448196908986834,0.0011448196908986834,0.021179164281625643,0.0011448196908986834,0.0,0.0005724098454493417,0.0,0.0022896393817973667,0.0028620492272467086,0.0,0.0,0.0011448196908986834,0.0005724098454493417,0.0,0.0005724098454493417,0.0,0.0,0.0005724098454493417,0.005724098454493417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005724098454493417,0.0005724098454493417,0.0,0.0028620492272467086,0.0,0.0206067544361763,0.0,0.0011448196908986834,0.0,0.0,0.0005724098454493417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RK,0.029413038769763915,0.23526099198613817,0.056963396144682696,0.009963179553822829,0.0,0.0009529997834091401,0.007797270955165692,0.017500541477149665,0.03959280918345246,0.0033354992419319905,0.05427766948234784,0.06125189517002382,0.00021659085986571366,0.05323803335499242,0.11882174572233052,0.009400043318171973,0.0006064544076239982,0.0,0.06133853151397011,4.331817197314273e-05,0.0014294996751137103,0.002599090318388564,0.008576998050682261,0.0006930907515702837,0.059519168291098115,0.0,0.0009529997834091401,8.663634394628546e-05,0.011695906432748537,0.004028589993502274,0.0019059995668182803,0.0009529997834091401,0.01139267922893654,0.010872861165258827,0.008923543426467404,0.0033354992419319905,0.01650422352176738,0.0,4.331817197314273e-05,0.00021659085986571366,0.00017327268789257093,0.0024691358024691358,0.0007364089235434264,0.00017327268789257093,0.0012562269872211393,0.00043318171973142733,8.663634394628546e-05,0.00017327268789257093,0.0033354992419319905,0.01316872427983539,0.0006064544076239982,0.004721680745072558,0.008013861815031406,8.663634394628546e-05,0.0003032272038119991,0.00034654537578514185,0.001299545159194282,0.000649772579597141,0.013385315139701105,0.0,0.00017327268789257093,0.009919861381849686,0.0011695906432748538,0.0006064544076239982,0.007364089235434265,0.0017760450508988522,4.331817197314273e-05,0.0003898635477582846,0.0021659085986571367,0.0003898635477582846,0.0,8.663634394628546e-05,8.663634394628546e-05,0.00017327268789257093,0.001299545159194282,0.0,0.0,0.008100498158977692,4.331817197314273e-05,0.0001299545159194282,0.000649772579597141,0.00034654537578514185,0.0021659085986571367,0.001949317738791423,8.663634394628546e-05,0.001299545159194282,0.0030322720381199915,0.0,0.00017327268789257093,0.00034654537578514185,0.00034654537578514185,0.0002599090318388564,4.331817197314273e-05,8.663634394628546e-05,0.0,0.0,8.663634394628546e-05,0.0,0.0,0.0,0.0,0.0,8.663634394628546e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRFKX,0.00020768431983385254,0.8639667705088265,0.018483904465212878,0.006230529595015576,0.0,0.0004153686396677051,0.0004153686396677051,0.0008307372793354102,0.0006230529595015577,0.0,0.04818276220145379,0.004361370716510903,0.0004153686396677051,0.004984423676012461,0.013084112149532711,0.0026998961578400833,0.0,0.0004153686396677051,0.0024922118380062306,0.0006230529595015577,0.0,0.0,0.0006230529595015577,0.0,0.004776739356178609,0.0,0.0,0.0,0.003115264797507788,0.0014537902388369677,0.0,0.001869158878504673,0.007061266874350987,0.00020768431983385254,0.00020768431983385254,0.0,0.0016614745586708203,0.0,0.0004153686396677051,0.00020768431983385254,0.0006230529595015577,0.0016614745586708203,0.0,0.0,0.0,0.0004153686396677051,0.0,0.0,0.00020768431983385254,0.0,0.0,0.0,0.0,0.0,0.0,0.00020768431983385254,0.0012461059190031153,0.0,0.0006230529595015577,0.0,0.0,0.00020768431983385254,0.00020768431983385254,0.0,0.0004153686396677051,0.0,0.0,0.00020768431983385254,0.003946002076843198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VVMX2,0.03202650469353948,0.07609055770292655,0.0045278851463279954,0.005632247377139702,0.00011043622308117063,0.00541137493097736,0.006570955273329652,0.09376035339591386,0.5257868580894534,0.0,0.011154058531198233,0.01882937603533959,0.00011043622308117063,0.004417448923246825,0.010215350635008284,0.004803975704030922,0.0004969630038652678,0.0,0.007123136388735505,0.00011043622308117063,0.0004969630038652678,0.0011043622308117063,0.05350635008282717,0.00011043622308117063,0.0011595803423522916,0.0,0.04080618442849254,0.0,0.00800662617338487,0.0034235229155162895,0.0010491441192711209,0.0004417448923246825,0.0013252346769740476,0.0027609055770292656,0.004969630038652678,0.0004969630038652678,0.002484815019326339,0.00011043622308117063,0.0005521811154058532,0.0018774157923799005,0.0002760905577029266,0.005190502484815019,0.0002760905577029266,0.0024295969077857537,0.00022087244616234125,0.0006073992269464384,0.0,0.0,0.0,0.0002760905577029266,0.0004969630038652678,0.0010491441192711209,0.02981778023191607,5.521811154058531e-05,0.0002760905577029266,0.00022087244616234125,0.00016565433462175595,0.0002760905577029266,0.0004417448923246825,0.0,0.00011043622308117063,0.00016565433462175595,0.00011043622308117063,5.521811154058531e-05,0.0,0.0,0.0,0.0003313086692435119,0.001435670900055218,0.0,5.521811154058531e-05,0.00016565433462175595,0.0,0.0,0.0,0.0,0.0,0.00016565433462175595,0.0,0.0,0.0,5.521811154058531e-05,0.0003313086692435119,0.0008282716731087797,0.0,0.02192159028161237,0.00011043622308117063,0.0,0.0,0.0,0.00022087244616234125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PMX,0.027841766157228217,0.12559782036740375,0.05085419614354705,0.02218220512400753,0.24768764835884424,0.001052397712788971,0.008992153790385763,0.004770869631310001,0.01739964218477765,0.0006899051672727698,0.04991873150995685,0.04505431541528783,0.00029233269799693636,0.009682058957658533,0.001777382803821373,0.004092657771957109,5.846653959938727e-05,0.008103462388475076,0.008921993942866498,0.22247687648358844,0.0008185315543914218,0.0036132321472421335,0.0033325927571650742,0.0013798103345455397,0.0023854348156550007,0.0,0.0,0.00450192354915282,0.027081701142436184,0.0032156596779663,0.00767080999543961,0.0002806393900770589,0.00454869678083233,0.0045253101649925746,0.01121388229516248,0.0017072229563021082,0.0003274126217565687,0.0,0.0006314386276733826,0.00192939580677978,0.0005729720880739953,0.002139875349337574,0.0008886914019106865,5.846653959938727e-05,0.0007249850910324021,0.0014733567979045591,0.0007834516306317894,8.185315543914218e-05,0.0003274126217565687,0.005472468106502648,0.0007249850910324021,0.005215215332265344,0.001157637484067868,0.0,0.00044434570095534326,0.000619745319753505,0.00016370631087828436,0.0036716986868415204,0.02196003227352986,1.1693307919877455e-05,0.0007483717068721571,0.0013564237187057846,0.00016370631087828436,0.00042095908511558834,0.0,0.0,0.00026894608215718144,0.0013330371028660297,0.001520130029584069,0.0,9.354646335901964e-05,0.00022217285047767163,0.0004092657771957109,9.354646335901964e-05,0.0,2.338661583975491e-05,0.0,0.0003040260059168138,0.0,4.677323167950982e-05,1.1693307919877455e-05,0.00016370631087828436,0.0,0.004174510927396251,0.0,0.0019527824226195348,3.507992375963236e-05,4.677323167950982e-05,0.000257252774237304,0.0,0.0016838363404623534,4.677323167950982e-05,0.00022217285047767163,0.0004326523930354658,0.0,0.00017539961879816182,0.0002338661583975491,0.0001987862346379167,5.846653959938727e-05,3.507992375963236e-05,0.0,0.0,3.507992375963236e-05,0.0,3.507992375963236e-05,3.507992375963236e-05,1.1693307919877455e-05,0.0,2.338661583975491e-05,2.338661583975491e-05,0.0
