,DDX,NN,II,MM,IE,YB,NP,YM,YF,IKM,JX,TT,MOM,VE,VVYN1,VQ,IKO,IH,VI,IA,VDO,PRFKM,CC,PXH,VN,DJM,CSA,IKX,RR,VDX,PRF,JO,JM,DKX,RD,PMXKM,VVYX2,MLX,RJ,DJX,PRFKO,YQ,PMXKO,CSB,DGX,FB,MLO,VR,VOMX1,RK,PRFKX,VVMX2,PMX,VS,DGO,DGM,VCM,PTH,VVMX1,DJO,FZ,DDM,VDM,DDO,VOYN1,IKF,DKM,VOMX2,FO,VCH,MOX,PMXKX,JF,FF,VOYX2,JT,QQ,VVTX2,MLF,PRFKF,VVYN1F,UU,VVYM1F,PTM,VVTM1F,FS,VVTN1,VCN,PMXKF,VVTN1F,PTMKM,DDF,PTN,PTNKM,VOTN1,PTMKF,PTMKO,PTMKX,DKO,DGF,VDF,PXR,FU,MOF,PTNKO,VOTX2,PTNKF,MOO,PTNKX,DKF,--s--
JX,0.002898134684631274,0.5972279254373101,0.010139727036151796,0.014583034304578728,0.006746088703889766,0.0023926460768467495,0.007913080921861446,0.013436012006914584,0.002279067155097634,0.009186163341466916,0.04762576369343676,0.006189427175317178,0.0003232630849782515,0.05821731017654658,0.05465642376170893,0.017317665266692046,0.003907863780181102,0.006713637583390019,0.027628384745477123,0.0051272770389600665,0.00214302207300254,0.00016724808257562046,0.02669479097109978,9.984960153768387e-06,0.023409739080509983,0.0,4.8676680749620885e-05,0.0001984510830561467,0.001371683901123932,0.0069445397869459125,0.0001110826817106733,0.0005741352088416823,0.0023651874364238865,0.0004967517676499773,0.0002820751243439569,0.00021093228324835716,0.018128943279185728,0.0016138191848528154,2.4962400384420967e-05,0.0001060902016337891,0.0001085864416722312,0.002069382991868498,8.736840134547338e-05,4.992480076884193e-06,0.00038816532597774604,0.0010521651762033437,2.121804032675782e-05,3.245112049974726e-05,4.493232069195774e-05,0.0001759849227101678,0.00010733832165301016,0.001446571102277195,0.00033574428517046197,8.487216130703129e-05,3.744360057663145e-05,0.00013854132213353637,0.0007051878108598923,0.00011357892174911539,0.0038829013797966813,0.0,0.00010109772155690491,7.48872011532629e-05,0.00036070668555488296,9.485712146079967e-05,0.0006165712894951979,0.00016849620259484153,1.497744023065258e-05,0.0003195187249205884,0.0034535480931846404,0.00014603004224886265,0.00014103756217197845,2.246616034597887e-05,0.00012106764186444168,0.0002458796437865465,4.368420067273669e-05,2.4962400384420967e-05,0.0,0.00036070668555488296,2.246616034597887e-05,2.4962400384420967e-06,0.00040688712626606177,7.98796812301471e-05,0.0012868117398169008,5.117292078806298e-05,1.3729320211431532e-05,0.0011944508583945433,0.0001323007220374311,6.115788094183136e-05,1.8721800288315725e-05,4.992480076884193e-06,4.618044071117879e-05,0.0,6.240600096105242e-06,7.48872011532629e-06,0.0,1.2481200192210483e-06,1.497744023065258e-05,2.4962400384420967e-06,1.2481200192210483e-06,4.992480076884193e-06,4.992480076884193e-06,2.4962400384420967e-06,7.114284109559975e-05,0.0,2.4962400384420967e-06,0.0,0.0,0.0,0.0,0.0,0.0
TT,0.06022314908225799,0.3002875942962974,0.0019152876695827624,0.027886106635749024,0.0009004261213918962,0.0013310647011880205,0.01447005857286977,0.015990845165856082,0.04266333398581603,0.0013370876183879663,0.09510186258714408,0.021688524837004803,0.0007378073569933597,0.04421423516480207,0.11761853853914143,0.01543673678346107,0.0017466459879842801,4.818333759956635e-05,0.029750199509132248,0.001198560522789213,0.0009305407073916251,0.003854667007965308,0.0027404273259753363,0.0029572523451733847,0.020899522683811903,3.0114585999728967e-06,0.0006504750575941457,6.926354779937662e-05,0.025109541806574015,0.005574209868549832,0.003032538810172707,0.0011021938475900802,0.012813756342884676,0.010793067622302862,0.010534082182705193,0.005797057804947827,0.023718247933386536,3.0114585999728967e-06,0.0004456958727959887,0.0009696896691912727,0.0009666782105912999,0.003999217020764007,0.001078102178790297,0.00022284793639799436,0.0016201647267854184,0.001340099076987939,1.806875159983738e-05,0.00012648126119886168,0.0007076927709936308,0.005944619276346499,0.0010028157137909747,0.0025507054341770436,0.016791893153448874,9.034375799918691e-05,0.0003011458599972897,0.0005239937963952841,0.001870115790583169,0.0024362700073780738,0.008904883080119856,0.0,0.0006866125607938205,0.0027825877463749566,0.0011654344781895111,0.0013822594973875596,0.0006595094333940644,3.0114585999728967e-06,0.0006053031785945523,0.0010479875927905682,0.0015027178413864755,0.000701669853793685,0.00023489377079788596,0.0003704094077966663,0.00034029482179693735,0.0003945010765964495,2.7103127399756073e-05,3.011458599972897e-05,0.0,0.0013581678285877765,6.022917199945793e-06,0.00024693960519777753,0.0006625208919940373,0.00021381356059807567,0.0018460241217833858,0.002123078312980892,1.806875159983738e-05,0.0009245177901916794,0.0006926354779937662,0.0005089365033954196,0.0003553521147968018,1.5057292999864485e-05,0.0007137156881935765,9.03437579991869e-06,0.00024995106379775044,0.0002589854395976691,0.0,3.613750319967476e-05,0.00013250417839880745,0.00012648126119886168,0.00015659584719859065,6.926354779937662e-05,1.806875159983738e-05,0.00013852709559875325,0.0,0.0,3.613750319967476e-05,0.0,4.2160420399620555e-05,0.0,3.914896179964766e-05,2.7103127399756073e-05,0.0
MOM,0.002246650084249378,0.7866484794993179,0.01035063788814892,0.00994945037310439,0.004573537671507663,0.002005937575222659,0.004653775174516569,0.03089143865842895,8.023750300890636e-05,0.0025676000962850036,0.06483190243119634,0.004974725186552195,0.0008023750300890636,0.005536387707614539,0.011794912942309235,0.0008023750300890636,0.00016047500601781272,0.0,0.0006419000240712509,0.0005616625210623445,8.023750300890636e-05,0.0,0.0251945759447966,0.0,0.00032095001203562545,0.0,0.0,0.0,0.001524512557169221,0.0006419000240712509,0.0,0.0,0.008103987803899542,0.0005616625210623445,8.023750300890636e-05,0.00032095001203562545,0.0012838000481425018,0.00016047500601781272,0.0,0.0002407125090267191,0.0,0.001123325042124689,0.0,0.0,0.0,0.001524512557169221,0.0,0.0,0.0,0.0,0.00016047500601781272,0.0,8.023750300890636e-05,0.0,0.0,8.023750300890636e-05,8.023750300890636e-05,0.0002407125090267191,0.0,0.0,0.0,0.00016047500601781272,0.00016047500601781272,0.0002407125090267191,0.0,0.0,0.0,0.0,0.0012035625451335954,0.0,0.0,0.0,8.023750300890636e-05,0.010751825403193452,0.0,8.023750300890636e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0005616625210623445,8.023750300890636e-05,0.0,0.0008023750300890636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VE,0.0016244270034111012,0.00701572625179596,0.0628913236832074,0.0005453852394123914,0.0009539354725205985,0.00048674166528202674,0.000435917234369044,0.0017065280071936117,0.005971870632275469,0.5995797210520657,0.0013585761340201147,0.029098941483486948,3.127657286952782e-05,0.0006138027425644835,0.0020798920958236,0.00013488022049983872,0.2384780037727366,7.819143217381955e-06,0.00018179507980413046,3.51861444782188e-05,1.9547858043454887e-06,1.1728714826072932e-05,0.0013057969173027866,9.773929021727444e-06,0.00016811157917371203,1.9547858043454887e-06,0.0008210100378251053,0.007373452053991184,0.0006685367450861572,9.382971860858346e-05,0.0,3.51861444782188e-05,0.00046328423562988085,0.001116182694281274,0.00030494658547789626,2.1502643847800377e-05,0.0005747070264775738,0.0,9.578450441292895e-05,0.00041441459052124366,9.773929021727444e-06,0.0003694545170212974,2.1502643847800377e-05,0.0025685885469099723,1.75930722391094e-05,0.00031472051449962373,3.9095716086909774e-06,0.0,3.9095716086909774e-06,9.773929021727444e-06,3.9095716086909774e-06,9.773929021727444e-06,0.0006528984586513933,0.0,7.819143217381955e-06,3.9095716086909774e-06,7.819143217381955e-06,1.563828643476391e-05,7.428186056512857e-05,0.0,0.0016830705775414659,1.9547858043454887e-06,2.3457429652145865e-05,0.0,2.5412215456491356e-05,0.026860711737511363,9.773929021727444e-06,5.864357413036466e-06,0.00011337757665203836,3.7140930282564287e-05,1.3683500630418422e-05,0.0,3.9095716086909774e-06,1.954785804345489e-05,0.0,0.0,0.0,1.3683500630418422e-05,3.9095716086909774e-06,1.9547858043454887e-06,3.9095716086909774e-06,1.3683500630418422e-05,9.773929021727444e-06,1.9547858043454887e-06,0.0,0.00025998651197795,5.864357413036466e-06,1.1728714826072932e-05,5.864357413036466e-06,0.0,3.9095716086909774e-06,0.0,1.1728714826072932e-05,1.563828643476391e-05,0.0,7.819143217381955e-06,1.9547858043454887e-06,0.0,0.0,1.9547858043454887e-06,0.0,1.1728714826072932e-05,0.0,1.9547858043454887e-06,1.9547858043454887e-06,0.0,0.0,0.0,1.9547858043454887e-06,0.0,0.0
VVYN1,0.016331060991615996,0.037823440387860605,0.001672447968285431,0.0032243591460638043,0.000684715934963705,0.007371159563924678,0.0037684488254359416,0.092337878016768,0.6358750970990812,0.0006729970803310744,0.004871695282993598,0.023591728497575872,2.6785953446012912e-05,0.0015502370556879973,0.007297498191948143,0.0024475664961294296,0.00037332922615380493,0.00019922052875472103,0.002462633594942812,0.0002176358717488549,0.00011049205796480326,0.0002176358717488549,0.048810703666997024,0.0006863900570540808,0.0003214314413521549,0.000719872498861597,0.058289582942704844,0.0003565880052500469,0.0036546085232903864,0.0017126268984544505,0.0002896231216350146,0.00011216618005517907,0.00105804516111751,0.0008370610451879035,0.00348552219216243,0.0016540326252912972,0.0008086009696515147,0.0022567165778265875,0.0007165242546808454,0.003391771355101385,4.85495406208984e-05,0.0033934454771917606,0.00023102884847186136,0.0015686523986821312,0.0002159617496584791,0.000632818150162055,1.5067098813382263e-05,0.0,4.1853052259395176e-05,0.0006361663943428066,5.3571906892025824e-05,0.0002645112902793775,0.003969343476281038,8.035786033803873e-05,3.850480807864356e-05,0.00014062625559156777,0.00038337395869605977,0.0009860579112313502,0.0003197573192617791,0.0,7.533549406691131e-05,0.0003917445691479388,3.6830685988267755e-05,0.00016238984276645328,5.6920151072777434e-05,0.0,3.6830685988267755e-05,0.00015904159858570166,0.0006796935686925776,0.0001439744997723194,3.348244180751614e-06,3.0134197626764525e-05,4.1853052259395176e-05,2.3437709265261295e-05,0.0,6.696488361503228e-06,0.0,0.0001222109125974339,0.0,1.674122090375807e-06,5.524602898240163e-05,0.0001439744997723194,0.0001423003776819436,0.0004469905981303404,1.674122090375807e-06,0.011377333726193983,3.348244180751614e-05,7.700961615728712e-05,3.348244180751614e-05,0.0,0.00023270297056223716,1.674122090375807e-06,6.361663943428067e-05,6.361663943428067e-05,0.0,5.0223662711274206e-06,3.348244180751614e-06,6.696488361503228e-06,3.348244180751614e-06,5.0223662711274206e-06,1.674122090375807e-06,1.3392976723006456e-05,0.0,0.0,1.674122090375807e-06,0.0,0.0,3.348244180751614e-06,0.0,1.674122090375807e-06,0.0
VQ,0.046225449709889725,0.3837403188356111,0.0015687252289455778,0.03246534000301279,0.0005817788928539891,0.005074981949270958,0.0254008820183572,0.015713224561458187,0.01792606213606354,0.0013557525985258138,0.08087246056110496,0.03229911746219736,0.0008415016128780913,0.06783957447029551,0.03844415701796762,0.01066940933859012,0.0008207237952761632,3.636118080337432e-05,0.031577088300530354,0.0002856949920265125,0.005469760483707594,0.007173541527065705,0.008446182855183806,0.0017141699521590749,0.024445102408668505,0.0,0.00010388908800964091,3.636118080337432e-05,0.030787531231657082,0.006815124173432443,0.005454177120506148,0.0010388908800964092,0.010046074810532275,0.005293149034091204,0.007215097162269561,0.0032569229091022425,0.016118392004695788,5.194454400482045e-06,0.0005506121664510968,0.001018113062494481,0.0018024756769672698,0.004804870320445892,0.0008155293408756811,9.350017920867681e-05,0.002431004659425597,0.001485613958537865,6.233345280578454e-05,0.0002389449024221741,0.000342833990431815,0.0026855329250492174,0.0011064187873026756,0.002192059757003423,0.014108138151709235,9.350017920867681e-05,0.0003895840800361534,0.0013349747809238857,0.0030335613698815145,0.0009609740640891784,0.009770768727306728,0.0,0.0001714169952159075,0.0010492797888973732,0.0005921678016549531,0.0005038620768467584,0.0006545012544607377,0.0,0.00018700035841735362,0.0016830032257561826,0.0018855869473749826,0.0010129186080939988,0.0003064728096284407,0.0001714169952159075,0.000342833990431815,0.0007687792512713427,0.0,6.752790720626659e-05,0.0,0.0007428069792689325,5.1944544004820455e-05,0.00020258372161879976,0.0009298073376862861,0.0005506121664510968,0.00385947961955816,0.0012206967841132807,1.038890880096409e-05,0.004352952787603954,0.0003064728096284407,0.0007116402528660402,0.00016102808641494342,0.00011947245121108705,0.0003584173536332611,0.0,9.350017920867681e-05,3.636118080337432e-05,5.194454400482045e-06,3.116672640289227e-05,4.155563520385636e-05,2.077781760192818e-05,0.0,5.194454400482045e-06,1.5583363201446135e-05,0.0002181670848202459,2.077781760192818e-05,5.194454400482045e-06,3.116672640289227e-05,0.0,1.5583363201446135e-05,0.0,0.0,5.194454400482045e-06,0.0
IKO,0.008082175199991198,0.43019839566896645,0.13857161720529496,0.03568481167266365,0.030416817966746994,0.0011966460898557422,0.01353172900229976,0.0051964700315804534,0.0015817735670506938,0.004511493304283718,0.08228798732380418,0.004277665907415355,0.000129292795915448,0.0032543271822973404,0.0021842229778056537,0.0018293555166760199,0.0022199848149737564,0.006833261809658997,0.002704145072018838,0.002962730663849734,0.0005556839313812872,7.70254954389903e-05,0.007441213041516742,0.0001485491697751956,0.0011856424476501721,0.0,3.851274771949515e-05,8.527822709316784e-05,0.003171799865755565,0.0006739730850911651,5.501821102785022e-05,0.0034964073108198815,0.001265418853640555,0.0020246701658248882,0.00038512747719495155,9.078004819595287e-05,0.17180536757666787,1.6505463308355065e-05,3.026001606531762e-05,0.00032460744506431627,0.0005281748258673621,0.0015762717459479087,0.0006657203534369876,2.750910551392511e-06,0.004167629485359654,0.0014029643812101806,3.026001606531762e-05,2.750910551392511e-06,1.6505463308355065e-05,3.851274771949515e-05,0.0002750910551392511,0.011749138964997415,0.0008005149704552206,3.851274771949515e-05,0.0005501821102785022,8.252731654177533e-06,0.00029984925010178367,2.750910551392511e-05,0.00021182011245722334,0.0,0.0002503328601767185,4.126365827088766e-05,7.977640599038282e-05,0.0010398441884263692,8.252731654177533e-06,0.00026408741293368104,1.1003642205570044e-05,0.0005941966791007824,0.0016615499730410765,1.3754552756962554e-05,0.00061345305296053,1.3754552756962554e-05,0.00010453460095291541,0.00020356738080304582,4.4014568822280174e-05,0.00012104006426127048,0.0,0.000877540465894211,4.6765479373672685e-05,1.1003642205570044e-05,3.851274771949515e-05,7.152367433620528e-05,9.628186929873789e-05,5.776912157924273e-05,0.0,0.0005446802891757172,7.152367433620528e-05,4.4014568822280174e-05,2.750910551392511e-06,0.0,8.252731654177533e-06,0.0,2.750910551392511e-06,0.0,0.0,2.750910551392511e-06,2.750910551392511e-05,0.0,3.301092661671013e-05,5.501821102785022e-06,1.1003642205570044e-05,3.301092661671013e-05,2.4758194962532598e-05,0.0,5.501821102785022e-06,0.0,0.0,0.0,0.0,0.0,0.0
IH,0.009897586768170008,0.09837938390302589,0.1294015953413606,0.00878549836725203,0.1548785296169361,0.0037356060376290273,0.007486376917088755,0.015918028974957792,0.008901762154620727,0.1705741409117103,0.05750002527473638,0.03435847664108863,9.604399826109813e-05,0.020017591216523613,0.003745715932182827,0.010049235186477006,0.034626388846764326,2.0219789107599607e-05,0.01240484061751236,0.10862070708602509,0.0016832974432076674,0.0016529677595462679,0.01445714921193372,0.00017692315469149656,0.006424837988939776,0.0,3.032968366139941e-05,0.003922639086874324,0.01396681932607443,0.005595826635528192,0.0026184626894341493,0.0005712090422896889,0.0026589022676493483,0.003027913418863041,0.005267255062529698,0.0009149454571188823,0.027787045181118762,0.0,0.00046505514947479097,0.0014507698684702718,0.0007178025133197861,0.003189671731723838,0.0006015387259510883,4.0439578215199215e-05,0.0006065936732279882,0.0009907696662723809,0.0,7.076926187659863e-05,2.0219789107599607e-05,0.001400220395701273,0.0004498903076440913,0.0005762639895665889,0.0018703304924529637,2.0219789107599607e-05,0.00012637368192249755,9.604399826109813e-05,0.0008492311425191835,0.00019208799652219627,0.0010059345081030804,0.0,2.0219789107599607e-05,0.00036901115121369286,0.00011120884009179784,0.00036395620393679293,7.582420915349853e-05,5.054947276899902e-06,4.0439578215199215e-05,0.00039428588759819234,0.0011019785063641787,5.054947276899902e-05,6.065936732279882e-05,0.00012131873464559764,1.5164841830699706e-05,0.00015670336558389696,3.032968366139941e-05,1.0109894553799804e-05,0.0,0.00014659347103009715,0.0,2.0219789107599607e-05,2.527473638449951e-05,0.00010615389281489794,0.00017186820741459666,9.098905098419823e-05,0.0,0.0012030774519021766,1.5164841830699706e-05,2.0219789107599607e-05,1.0109894553799804e-05,0.0,6.065936732279882e-05,0.0,0.0,5.054947276899902e-06,0.0,0.0,6.571431459969872e-05,1.5164841830699706e-05,0.00017692315469149656,0.0,1.0109894553799804e-05,2.0219789107599607e-05,1.5164841830699706e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VI,0.010151634623720724,0.12196410804741008,0.029195754395670178,0.00857047315121766,0.01998125725043038,0.0027040751031057646,0.0063040040953320645,0.02317247870798879,0.014077703971894132,0.016096471491617366,0.08842532005102652,0.04314960759948313,0.00019816122892988807,0.13570741494548502,0.1773212730207615,0.012682318651512836,0.02184314713058412,0.00016926271637761274,0.01557629826567641,0.007967732746555916,0.00931770611864078,0.0011559405020910138,0.023890813162859632,0.00045824784190036616,0.0734476338310758,0.0,8.25671787207867e-05,0.0007307195316789623,0.008731479149723194,0.0033935110454243332,0.0013995136793173346,0.0001651343574415734,0.009722285294372635,0.0039095559124292505,0.0019403286999384874,0.001271534552300115,0.04151477746081155,2.0641794680196676e-05,7.018210191266869e-05,0.0007472329674231196,0.0004004508167958155,0.0024852720794956797,0.00035503886849938283,7.018210191266869e-05,0.00042934932934809083,0.0006976926601906476,8.25671787207867e-06,5.779702510455069e-05,0.00028898512552275344,0.0011064001948585419,0.00025182989509839944,0.005507230820676473,0.00409533206455102,0.00038393738105165816,2.8898512552275345e-05,0.00028898512552275344,0.00167611372803197,0.00025182989509839944,0.02284633835204168,4.128358936039335e-06,9.082389659286538e-05,0.0003178836380750288,0.0009577792731611257,0.00019403286999384873,0.002159131723548572,5.3668666168511354e-05,0.00010733733233702271,0.0012096091682595252,0.00136648680782902,0.0004004508167958155,2.477015361623601e-05,2.8898512552275345e-05,2.0641794680196676e-05,0.00017751943424969141,0.00044173440615620887,8.25671787207867e-06,0.0,0.0022251854665252015,1.2385076808118004e-05,4.128358936039335e-06,0.0027040751031057646,7.431046084870803e-05,0.0056145681530134954,0.00021880302361008475,3.302687148831468e-05,0.0011518121431549745,0.00032201199701106814,0.0012756629112361546,1.2385076808118004e-05,3.7155230424354015e-05,8.25671787207867e-05,0.0,1.651343574415734e-05,1.2385076808118004e-05,4.128358936039335e-06,8.25671787207867e-06,2.0641794680196676e-05,0.0,1.651343574415734e-05,4.128358936039335e-06,0.0,0.00011559405020910138,0.0,0.0,8.25671787207867e-06,0.0,0.0,0.0,0.0,4.128358936039335e-06,0.0
IA,0.02682506592036249,0.3923713244043369,0.0035839734985864007,0.031537062950376483,4.759592959610094e-05,0.000909082255285528,0.013060323081170099,0.0040504136086281905,0.014321615215466774,0.00019038371838440377,0.13564363975592808,0.06942818250183244,0.0010899467877507115,0.024626133973022626,0.023593302300787235,0.03617290649303671,9.043226623259179e-05,3.807674367688075e-05,0.03877164424898383,3.807674367688075e-05,0.0032650807702925247,0.006830015897040485,0.0026510932785028226,0.0006853813861838535,0.01867664277351001,0.0,1.4278778878830282e-05,0.0,0.04266975088290449,0.008995630693663078,0.0028557557757660566,0.0005711511551532113,0.014764257360710511,0.010228365270202093,0.008153182739812092,0.0021084996811072715,0.006725304851929063,4.759592959610094e-06,0.0006996601650626839,0.002127538052945712,0.0010804276018314914,0.006782419967444384,0.00035220987901114694,0.00010947063807103216,0.001970471485278579,0.0013088880638927759,1.4278778878830282e-05,0.0001665857535863533,0.00012374941694986245,0.005887616491037686,0.0010661488229526611,0.00100427411447773,0.008267412970842734,0.0002665372057381653,0.00021894127614206432,0.0007424965016991747,0.0015801848625905512,0.0009804761496796793,0.004664401100417892,0.0,9.043226623259179e-05,0.0017324918372980743,0.0006377854565877526,0.0004854784818802296,0.0002474988338997249,0.0,0.0008852842904874775,0.0007900924312952756,0.0024892671178760794,0.0005711511551532113,0.00020942209022284413,0.00012374941694986245,0.0001618261606267432,0.0005473531903551609,4.759592959610094e-06,0.00021418168318245424,4.759592959610094e-06,0.00047119970300139933,7.139389439415142e-05,0.000252258426859335,0.00014278778878830284,0.00010471104511142207,0.0012422537624582346,0.0008043712101741059,0.0,0.0014849930033983493,0.00014278778878830284,0.00020466249726323405,0.00014278778878830284,2.379796479805047e-05,0.0003426906930919268,9.519185919220188e-06,8.09130803133716e-05,6.187470847493123e-05,0.0,1.4278778878830282e-05,3.807674367688075e-05,5.235552255571103e-05,9.519185919220188e-06,9.519185919220188e-06,0.0,5.235552255571103e-05,0.0,0.0,0.0,0.0,4.759592959610094e-06,0.0,3.331715071727066e-05,4.759592959610094e-06,0.0
VDO,0.09466102107363605,0.32566798072711345,0.01267824986616051,0.0482795541928262,0.0014600671630895022,0.0022144351973524116,0.02847130968024529,0.01686377573368375,0.005207572881685891,0.012361901980824451,0.08969679271913175,0.11098943884752031,0.0017520805957074025,0.011510196135688908,0.0078113593225288365,0.0023361074609432033,0.0024091108190976785,0.0002190100744634253,0.004453204847422981,0.0006083613179539592,0.002433445271815837,0.0028714654207426873,0.013456952353141578,0.004428870394704823,0.008127707207864895,0.0,0.0,7.30033581544751e-05,0.039178468876234974,0.010415145763371781,0.004964228354504307,0.0012410570886260768,0.013846303596632113,0.012507908697133401,0.014746678347203971,0.007422008079038303,0.014138317029250011,0.0,0.000657030223390276,0.003041806589769796,0.0009490436560081764,0.005621258577894583,0.0014113982576531854,0.00034068233805421714,0.0036014990022874387,0.0017764150484255608,4.866890543631674e-05,2.433445271815837e-05,0.00012167226359079185,0.0022874385555068867,0.0006326957706721176,0.000657030223390276,0.027935951720445808,4.866890543631674e-05,0.00019467562174526695,0.000657030223390276,0.00026767897989974206,0.003236482211515063,0.000851705845135543,0.0,0.0002433445271815837,0.0040638536039324475,0.0001460067163089502,0.002165766291916095,0.0007056991288265927,0.0,0.001654742784834769,0.0004866890543631674,0.0009733781087263348,0.0,4.866890543631674e-05,9.733781087263348e-05,0.0007300335815447511,0.0002920134326179004,0.0,2.433445271815837e-05,0.0,0.0,2.433445271815837e-05,0.0002920134326179004,0.0,0.00034068233805421714,0.00019467562174526695,0.0013383948994987102,0.0,0.0007056991288265927,0.0,0.0,0.00034068233805421714,0.0,0.0002433445271815837,4.866890543631674e-05,7.30033581544751e-05,9.733781087263348e-05,0.0,4.866890543631674e-05,4.866890543631674e-05,0.0,0.0002190100744634253,2.433445271815837e-05,0.0,0.0003163478853360588,4.866890543631674e-05,2.433445271815837e-05,2.433445271815837e-05,0.0,0.0,0.0,0.0,4.866890543631674e-05,0.0
PRFKM,0.0047052045323602845,0.8143364701363549,0.013011330900710582,0.0088822738621087,0.0,4.801229114653351e-05,0.0014403687343960054,0.0009122335317841367,0.0005281352026118687,9.602458229306702e-05,0.09645669291338582,0.005041290570386019,0.004129057038601882,0.0037929710005761477,0.002064528519300941,0.0010082581140772038,9.602458229306702e-05,0.0,0.0033128480891108122,0.0,0.00019204916458613405,0.0004321106203188016,0.0028327251776454772,4.801229114653351e-05,0.0024966391396197426,0.0,0.0,0.0,0.007393892836566161,0.0009122335317841367,0.0,0.0006721720760514692,0.012771269444977914,0.001968503937007874,4.801229114653351e-05,9.602458229306702e-05,0.00014403687343960054,0.0,0.0,0.0005281352026118687,0.0,0.0033128480891108122,0.0,0.0,9.602458229306702e-05,0.0003360860380257346,0.0,0.0,4.801229114653351e-05,4.801229114653351e-05,0.0,9.602458229306702e-05,0.0,0.0,0.0,0.00024006145573266755,0.00024006145573266755,0.0,0.00014403687343960054,0.0,0.0,0.0008162089494910697,0.0005281352026118687,0.0,0.0,0.0,0.00014403687343960054,0.00014403687343960054,0.0019204916458613404,4.801229114653351e-05,0.0002880737468792011,0.0,0.0,0.0004801229114653351,0.0,9.602458229306702e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.801229114653351e-05,0.0,0.0,0.0002880737468792011,9.602458229306702e-05,9.602458229306702e-05,0.0,0.0,0.0,4.801229114653351e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC,0.07013806971328684,0.5190877253030016,0.0009687494270015219,0.029560609487021203,2.1391943182998905e-05,0.0007823339221211029,0.04510644019729484,0.014586249258921968,0.008510937394950279,7.028781331556783e-05,0.1432129476264111,0.013681675661469443,0.0018763790163373326,0.005494673406147434,0.004608435759994621,0.0023164418475304527,1.2223967533142232e-05,0.0,0.00637785506041696,0.0,0.000815949832837244,0.0024692414416947308,0.000760941978938104,0.001818315170554907,0.004617603735644478,3.055991883285558e-06,0.0,0.0,0.019653083801409423,0.0016777395439237714,0.002890968321588138,0.0022217060991486007,0.01122771417919114,0.00692793359940836,0.010506500094735749,0.004073637180419649,0.0009076295893358107,2.7503926949570023e-05,0.0009626374432349507,0.0020016746835520407,0.0008098378490706729,0.006029471985722406,0.0010207012890173764,0.0002842072451455569,0.010258964752189619,0.002689272857291291,1.2223967533142232e-05,1.8335951299713346e-05,8.251178084871007e-05,0.003055991883285558,0.0006600942467896806,0.00033921509904469695,0.011884752434097536,9.473574838185229e-05,0.0006325903198401105,0.0018580430650376194,0.0007426060276383906,0.0011735008831816542,0.000947357483818523,0.0,0.00042478287177669257,0.0020016746835520407,0.0006814861899726794,0.0012560126640303643,0.000131407650981279,0.0,0.0002597593100792724,0.0008465097516700996,0.0034257669011631105,0.00014363161851442123,0.0005103506445086882,9.167975649856674e-05,0.0004370068393098348,0.0006020304010072549,0.0,0.00012223967533142233,0.0,7.334380519885339e-05,6.111983766571116e-06,6.111983766571116e-06,4.583987824928337e-05,0.00026587129384584353,0.00024447935066284466,0.0011459969562320842,0.0,0.0035174466576616773,1.527995941642779e-05,0.00010084773214842341,0.00022919939124641685,0.0,0.0003269911315115547,1.2223967533142232e-05,9.779174026513786e-05,8.251178084871007e-05,0.0,1.527995941642779e-05,7.94557889654245e-05,6.111983766571116e-06,0.0,5.8063845782425605e-05,2.1391943182998905e-05,9.779174026513786e-05,3.361591071614114e-05,3.055991883285558e-06,3.055991883285558e-06,0.0,0.0,0.0,6.111983766571116e-06,0.0,0.0
